""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"MAINCOLOR"
"6676"	"KIA-35991"	"Watenstedt"	52.0886	10.8372	5560	"Kiel DB 3328"	"#A1FF00"
"11267"	"Gd-2765"	"Opatowice 7"	52.6019	18.5669	5560	"Kiel DB 3991"	"#A1FF00"
"776"	"OxA-3196"	"Strepy, Mons"	50.48	4.017	5550	"Oxford Date List 16"	"#A1FF00"
"3460"	"BM-293"	"Kilham"	54.05	-0.3833	5550	"British Museum VII, 170"	"#A0FF00"
"3754"	"OxA-3815"	"Spurge Hole"	51.55	-4.0833	5550	"?"	"#A0FF00"
"6937"	"P-1280"	"Kephala"	37.67	24.32	5550	"Renfrew 1971, 282"	"#A0FF00"
"14507"	"St-10582"	"Stångeb."	58.2127	13.4794	5550	"Kiel DB 2013"	"#9FFF00"
"11811"	"GU-3922"	"Alt Chrysal"	56.9485	-7.5241	5540	"Ashmore, 2004"	"#9EFF00"
"2363"	"K-6450"	"TÃ¸mmerup mose VII"	55.5902	11.5022	5530	"Kiel DB 3845"	"#9EFF00"
"10424"	"GrN-8075"	"Gieten"	53.0057	6.7636	5530	"Lanting/Mook 1977, 77."	"#9DFF00"
"13956"	"GrA-22167"	"HindbygÃ¥rden"	55.564	13.0416	5530	"Kiel DB 2013"	"#9DFF00"
"14860"	"B-4118"	"Delley-Portalban II"	46.9125	6.962	5530	"Ramseyer 1987, 50, Abb. 66"	"#9DFF00"
"3666"	"OxA-5865"	"Picken's Hole"	51.2904	-2.8663	5520	"ST396550"	"#9CFF00"
"5322"	"Hd-18799"	"Großwirschleben, Galgenhügel"	51.7333	4.1466	5520	"Müller 2001, 83"	"#9CFF00"
"5875"	"Hd-19374"	"Plötzkau"	51.75	11.6833	5520	"Müller 2001, 84"	"#9CFF00"
"8226"	"TUNC-31"	"Malyan"	29.99	52.51	5520	"Iran 10 1972, 176"	"#9CFF00"
"14211"	"Ua-7814"	"Myrstugeberget 2"	59.2417	17.8953	5520	"Kiel DB 2013"	"#9CFF00"
"17724"	"OS-18691"	"Wadi Sana Cave II"	15.61	50.36	5520	"--"	"#9BFF00"
"6414"	"UtC--9738"	"Stolpe 11"	53.8725	13.5606	5510	"Kiel DB 3145"	"#9BFF00"
"11318"	"M-1847"	"Zlotniki"	50.1003	20.2678	5510	"Breunig 1987, 156"	"#9BFF00"
"13941"	"St-3310"	"Heberg, Årstad 89"	56.8826	12.6286	5510	"Kiel DB 2013"	"#9AFF00"
"3273"	"OxA-119 "	"Dorchester"	50.7	-2.4333	5500	"?"	"#9AFF00"
"8456"	"GrN-10469"	"Ballintruer More"	52.9805	-6.6748	5500	"S8993"	"#9AFF00"
"10205"	"CAMS-42"	"Toarp 1:10"	55.533	13.117	5500	""	"#9AFF00"
"12253"	"GU-1338"	"Tulloch of Assery A"	58.5347	-3.6009	5500	"Ashmore, 2004"	"#99FF00"
"12700"	"KN-2506"	"Makotrasy"	50.1445	14.2147	5500	"Breunig 1987, 142, 166"	"#99FF00"
"13718"	"Ua-5405"	"Diseflat?"	57.2629	12.312	5500	"Kiel DB 2013"	"#99FF00"
"3264"	"BM-1889"	"Corhampton"	50.9774	-1.1324	5490	"British Musem XVI, 40"	"#99FF00"
"4774"	"Bln-3690"	"Alsleben"	51.7	11.6667	5490	"Döhle et al. 1992, 54"	"#99FF00"
"6675"	"Bln-3984"	"Warlin"	53.574	13.391	5490	"Terberger and Piek 1997, 12"	"#99FF00"
"10209"	"OxA-1326"	"Tulstrup mose"	56.483	10.55	5490	""	"#99FF00"
"16996"	"P-1473"	"Judaidah"	36.32	36.5	5490	"Easton 1976, 168"	"#99FF00"
"17222"	"P-1473"	"Tell Judaidah"	36.267	36.583	5490	"RC 15, 2, 1973, 367-381"	"#99FF00"
"17439"	"Ly-3545"	"Point 81"	25.49	55.55	5490	"--"	"#99FF00"
"17475"	"UCLA-1466B"	"Evminka "	50.51	30.49	5490	"Telegin 2003"	"#99FF00"
"2245"	"AAR-1847"	"Øgårde 4"	55.5937	11.543	5480	"Koch 1998, 307."	"#98FF00"
"5358"	"GrA-12710"	"Hasbergen"	52.2333	7.9333	5480	"Kiel DB 2505"	"#98FF00"
"10763"	"GrN-4831"	"Stein"	50.95	5.75	5480	"Lanting/Mook 1977, 69."	"#98FF00"
"17590"	"Le-725"	"Podzorovo I "	52.52	40.17	5480	"Wechler 2001"	"#97FF00"
"17662"	"Ki-660"	"Utkonosovka"	45.29	28.57	5480	"Bojadziev 1998"	"#97FF00"
"3197"	"UB-6742"	"Ballyedmond"	54.0707	-6.1544	5470	"Schulting 2013"	"#97FF00"
"6180"	"ETH-15753"	"Rottenburg a.N., Lindele"	48.4858	8.9445	5470	"Löhlein 1998, 208"	"#96FF00"
"8532"	"I-14206"	"Emlagh Bog Embayment"	51.8572	-10.4686	5470	"V37"	"#96FF00"
"11102"	"H-566-492"	"Ä†mielow"	50.8914	21.5084	5470	"Kiel DB 3904"	"#96FF00"
"12005"	"GX-2781"	"Duntreath"	55.997	-4.3528	5470	"Ashmore, 2004"	"#96FF00"
"12793"	"Bln-239"	"Tušimice"	50.3833	13.3667	5470	"Berlin Date List II "	"#96FF00"
"14690"	"St-2404"	"Tuve Tången"	57.763	11.9348	5470	"Kiel DB 2013"	"#96FF00"
"14765"	"Ua-27592"	"Veddige 258"	57.2667	12.3167	5470	"Kiel DB 2013"	"#96FF00"
"1958"	"K-3473"	"Bygholm Norremark"	55.8763	9.8047	5460	"Meurers-Balke and Weninger 1994, 266"	"#95FF00"
"2468"	"K-2428"	"Vroue Hede VI"	56.4166	9.0666	5460	"Jørgensen 1977, 209."	"#95FF00"
"4843"	"Bln-2041"	"Bernburg, Rosengarten"	51.8	11.7333	5460	"Müller 2001, 83; 496f."	"#95FF00"
"5494"	"UtC--8107"	"KÃ¤gsdorf 72"	54.1333	11.6833	5460	"Kiel DB 2609"	"#94FF00"
"8594"	"UB-732"	"Monknewtown"	53.7241	-6.4862	5460	"O0076"	"#94FF00"
"11826"	"GU-1549"	"Ardnadam"	55.9697	-4.9439	5460	"Ashmore, 2004"	"#94FF00"
"12212"	"UB-2122"	"Shurton Hill"	60.1454	-1.2058	5460	"Ashmore, 2004"	"#94FF00"
"14121"	"Ua-32972"	"LÃ¤ssmyran 1"	59.0408	17.9714	5460	"Kiel DB 2013"	"#93FF00"
"15101"	"B-232"	"St. Léonard"	46.25	7.41	5460	"Gfeller et al. 1961, 23"	"#93FF00"
"11886"	"GU-1884"	"Cadgers Brae"	55.996	-3.7162	5450	"Ashmore, 2004"	"#91FF00"
"13915"	"Lu-1349"	"Hagestad 98:1A"	55.4075	14.1678	5450	"Kiel DB 2013"	"#91FF00"
"14123"	"Beta-70635"	"Laholms lfs 141"	56.5133	13.0435	5450	"Kiel DB 2013"	"#91FF00"
"14354"	"St-3771"	"Sandåkra"	55.5	13.5167	5450	"Kiel DB 2013"	"#91FF00"
"14792"	"B-5340"	"Arbon, Bleiche 3"	47.5	9.428	5450	"Hochuli 1994, 115f, 117f."	"#91FF00"
"17440"	"Ki-853"	"Astahovo"	48.09	39.31	5450	"Bojadziev 1998"	"#90FF00"
"17704"	"Gif-6768"	"Hayd al Ghalib"	15.31	47.08	5450	"Inizan and Ortlieb 1987, 12"	"#90FF00"
"262"	"ETH-15241"	"Niederhollabrunn"	48.45	16.23	5440	"Stadler 2001"	"#90FF00"
"482"	"OxA-3636"	"Grotte du Coleoptere"	50.3667	5.5333	5440	" "	"#90FF00"
"2251"	"K-2356"	"Ølstykke"	55.7836	12.1739	5440	"Midgley 1992, 497; Nielsen 1984."	"#90FF00"
"2258"	"K-3748"	"Porsmose"	55.2764	11.875	5440	"Bennike/ Ebbesen 1986, 101."	"#90FF00"
"6720"	"UtC--8172"	"Zirzow 2 - Krappmühle"	53.5878	13.221	5440	"Kiel DB 3362"	"#90FF00"
"10176"	"Bln-927"	"Niedzwiedz"	53.367	18.383	5440	""	"#8FFF00"
"11317"	"Lod-159"	"Zberzyn"	52.4348	18.1181	5440	"Gorczyca 1989"	"#8FFF00"
"12777"	"KN-2505"	"Prag 6, Baba"	50.05	14.4167	5440	"Breunig 1987, 142, 166"	"#8FFF00"
"14127"	"Ua-2473"	"LetsegÃ¥rden"	57.5725	11.9645	5440	"Kiel DB 2013"	"#8FFF00"
"193"	"H-1327/1046"	"Kicking"	48.2818	15.4636	5430	""	"#8EFF00"
"3471"	"OxA-5863"	"King Arthur's Cave"	51.8365	-2.6593	5430	"SO54581558"	"#8EFF00"
"3472"	"BM-205"	"Knap Hill"	51.3667	-1.0833	5430	"British Museum VII, 169"	"#8EFF00"
"12128"	"GU-1057"	"Meldon Bridge"	55.6506	-3.2635	5430	"Ashmore, 2004"	"#8EFF00"
"1870"	"K-955"	"Aptrup"	56.2833	9.8166	5420	"Copenhagen IX, 305"	"#8DFF00"
"3617"	"BM-1405"	"North Stoke"	51.5655	-1.1184	5420	"British Museum XIII, 156"	"#8DFF00"
"5911"	"KIA-34019"	"Rastorf LA 73"	54.275	10.2883	5420	"Kiel DB 2961"	"#8DFF00"
"14159"	"Lu-35"	"Linnebjär"	56.3167	14.25	5420	"Kiel DB 2013"	"#8CFF00"
"8451"	"GrN-9708"	"Ardcrony"	52.8711	-8.1496	5410	"R9080"	"#8CFF00"
"6670"	"KN-4504"	"Warburg III"	51.489	9.1432	5400	"Raetzel-Fabian 1997, 166 Tab. 45"	"#8BFF00"
"8664"	"OxA-2678"	"Phoenix Park"	53.3667	-6.3333	5400	" "	"#8BFF00"
"12004"	"GU-2063"	"Dunloskin Wood"	55.9645	-4.9387	5400	"Ashmore, 2004"	"#8BFF00"
"14179"	"Ua-14141"	"MÃ¶ren"	56.619	16.156	5400	"Kiel DB 2013"	"#8BFF00"
"14278"	"Ua-17860"	"Nyskottet"	59.8658	16.9102	5400	"Kiel DB 2013"	"#8BFF00"
"75"	"VERA-838"	"Baierdorf"	47.2844	15.7097	5390	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"#8AFF00"
"2322"	"AAR-2489"	"Skaghorn"	55.168	9.981	5390	"Kiel DB 3835"	"#8AFF00"
"9369"	"R-720"	"Cava Due Madonne"	44.468	11.3918	5390	"Rome Datelist XIV"	"#8AFF00"
"3222"	"BM-2565"	"Bridgemere"	51.2066	-2.408	5380	"British Museum XXII, 55"	"#89FF00"
"3265"	"OxA-2350"	"Creswell Crags"	53.26	-1.2	5380	" "	"#89FF00"
"11316"	"GrN-5044"	"Zarębowo"	52.7455	18.5905	5380	"Vogel 1972"	"#89FF00"
"5813"	"GrN-6503"	"Oldendorf 4"	53.1466	10.2204	5370	"Bradtmöller 2007"	"#88FF00"
"14412"	"Ua-26850"	"Skee 1616"	58.8534	11.2865	5370	"Kiel DB 2013"	"#88FF00"
"14556"	"Ua-6844"	"Svintuna"	58.6615	16.3914	5370	"Kiel DB 2013"	"#88FF00"
"14793"	"B-5341"	"Arbon, Bleiche 4"	47.5	9.428	5370	"Hochuli 1994, 115f, 117f."	"#88FF00"
"2455"	"K-2424"	"Vroue Hede"	56.4166	9.0666	5360	"Jørgensen 1977, 209."	"#87FF00"
"5389"	"Hd-19171"	"Helfta"	51.5	11.5833	5360	"Müller 1999, 84"	"#87FF00"
"17723"	"OS-16958"	"Wadi Sana Cave I"	15.61	50.36	5360	"--"	"#87FF00"
"6692"	"GrN-8009"	"Wiesbaden, Hebenkies"	50.0833	4.587	5350	"Bantelmann et al. 1979/80, 204"	"#87FF00"
"3618"	"BM-49"	"Nutbane"	51.2983	-1.4667	5340	"British Museum"	"#86FF00"
"8699"	"BM-170"	"Townley Hall II"	53.7218	-6.4501	5340	"O023758"	"#86FF00"
"10161"	"K-4588"	"gårde"	55.5937	11.543	5330	""	"#86FF00"
"17706"	"AA-38421"	"Hyrax midden 2000-23a, 2"	15.6	50.4	5320	"McCorriston and Weisberg 2002"	"#86FF00"
"2144"	"K-2277"	"Lohals"	55.1329	10.9061	5300	"Meurers-Balke/ Weninger 1994, 268."	"#85FF00"
"4412"	"Ly-385"	"Ilôt des Roseaux"	46.6666	5.7666	5300	"Lyon Datelist III"	"#85FF00"
"6244"	"KN-3070"	"Schreckensee"	47.8833	9.5667	5300	"Breunig 1987, 186"	"#85FF00"
"6673"	"KN-4598"	"Warburg V"	51.489	9.1432	5300	"Raetzel-Fabian 1997, 166 Tab. 45"	"#85FF00"
"3513"	"BM-560"	"Marden"	51.3232	-1.8708	5290	"British Museum VIII, 21"	"#84FF00"
"10119"	"Gif-6186"	"Grotte d'El Heriga"	34.33	-2.01	5290	"van Willigen 2006"	"#84FF00"
"11507"	"Le-1054"	"Dancu 2"	47.2271	27.8386	5290	"Telegin 2003"	"#84FF00"
"14794"	"B-5342"	"Arbon, Bleiche 5"	47.5	9.428	5290	"Hochuli 1994, 115f, 117f."	"#84FF00"
"17455"	"Le-1054"	"Danku"	47.2271	27.8386	5290	"Bojadziev 1998"	"#84FF00"
"2185"	"K-3702"	"Myrebjerg mose"	54.7644	10.6786	5280	"Kiel DB 3748"	"#84FF00"
"4369"	"Gif-3787"	"Grotte d'Engorner"	42.8	2.49	5280	"van Willigen 2006"	"#84FF00"
"13735"	"St-3839"	"Evensås, Skaftö"	58.2466	11.4922	5280	"Kiel DB 2013"	"#83FF00"
"466"	"OxA-746"	"Engis"	50.5827	5.4047	5270	" "	"#83FF00"
"2339"	"K-2778"	"Snoldelev Mose"	55.5633	12.1455	5270	"Koch 1998, 286."	"#83FF00"
"3717"	"UB-3629"	"Scabba Wood Shelter"	53.5	-1.2	5270	"?"	"#83FF00"
"2241"	"K-1165"	"Øgarde 13"	55.6	11.5666	5260	"Koch 1998, 312."	"#82FF00"
"9537"	"R-359A"	"Lago di Fimona"	45.4833	11.5258	5260	"Rome Datelist X"	"#82FF00"
"11246"	"Bln-1314"	"Matwy"	52.7401	18.2586	5260	"Breunig 1987, 158"	"#82FF00"
"13996"	"Lu-1322"	"Ingelstorp 32:5"	55.4353	14.0334	5260	"Kiel DB 2013"	"#82FF00"
"14304"	"Ua-1099"	"RÃ¤vgrav"	55.3969	13.4902	5260	"Kiel DB 2013"	"#81FF00"
"17705"	"GX-24614"	"Hyrax midden 2000-1"	15.59	50.4	5260	"--"	"#81FF00"
"2404"	"K-6306"	"Ulvemose"	55.063	9.1058	5250	"Koch 1998, 376."	"#81FF00"
"14293"	"Ua-5844"	"PÃ¤rlÃ¤ngsberget N"	59.1071	17.5459	5250	"Kiel DB 2013"	"#81FF00"
"2242"	"K-3746"	"Øgårde 13"	55.6	11.5666	5240	"Koch 1998, 312."	"#81FF00"
"2461"	"K-1566"	"Vroue Hede Ia"	56.4166	9.0666	5240	"Jørgensen 1977, 209."	"#81FF00"
"5003"	"Bln-4209"	"Ditfurt 2"	51.8333	4.1316	5240	"Müller 1992, 224"	"#81FF00"
"8552"	"UB-320E"	"Goodland"	55.204	-6.1164	5240	"D200413"	"#80FF00"
"8560"	"BM-135"	"Kilgreany Cave"	52.1027	-7.7373	5240	"X180945"	"#80FF00"
"14087"	"Ua-5996"	"KorsnÃ¤s"	60.0893	17.6315	5240	"Kiel DB 2013"	"#80FF00"
"5563"	"KN-4864"	"Kroppenstedt"	51.9333	4.1344	5220	"Müller 1999, 85"	"#7FFF00"
"277"	"GrN-14016"	"Pottenbrunn"	48.239	15.696	5200	"Stadler 2001"	"#7EFF00"
"3230"	"BM-254"	"Brook"	51.0167	0.9667	5200	"British Museum"	"#7EFF00"
"4007"	"OxA-4553"	"Willington"	51.7729	-0.4055	5190	"TL100095"	"#7DFF00"
"5312"	"Ki-3810"	"Großeibstadt I"	50.3	10.4167	5190	"Kiel DB 2480"	"#7DFF00"
"5769"	"Bln-3552"	"NiedergÃ¶rne"	52.7223	12.0067	5190	"Müller 1999, 89"	"#7DFF00"
"11232"	"UtC-13263"	"Kraków-Nowa Huta, Wyciąże, Site 5"	50.0637	20.1172	5190	"Furholt 2009"	"#7DFF00"
"11398"	"OxA-5199"	"Madorras"	41.3	-7.6	5190	"Oxford Datelist"	"#7DFF00"
"17486"	"GrN-5099"	"Gorodsk "	50.23	29.1	5190	"Telegin 2003"	"#7CFF00"
"3284"	"OxA-3762"	"Easton Down"	51.3934	-1.908	5180	"Oxford Date List 18"	"#7CFF00"
"274"	"GrN-6940"	"Ossarn"	48.2667	15.7167	5170	"Mayer 1995"	"#7BFF00"
"363"	"VERA-893"	"Straß im Straßertale"	48.4724	15.735	5170	"Stadler 2000"	"#7BFF00"
"3192"	"BM-3099"	"Backwell"	51.3	-2.72	5170	"Schulting 2011"	"#7BFF00"
"5786"	"GrN-9150"	"Nordhausen 2"	51.5167	4.1496	5170	"Gall et al. 1983, 13"	"#7BFF00"
"7669"	"A-246"	"Sümeg"	47	17.25	5170	"Forenbaher 1993"	"#7BFF00"
"9137"	"Pta-3082"	"Shunera 7"	30.95	34.6	5170	"Goring-Morris 1987, Schyle 1996"	"#7BFF00"
"14331"	"St-2488"	"Rolfsåker"	57.4833	12.1333	5170	"Kiel DB 2013"	"#7AFF00"
"4799"	"Hd-17311"	"Bad Buchau, Torwiesen"	48.0667	9.6167	5160	"Schlichtherle 1999, 38 Abb. 5"	"#7AFF00"
"14015"	"St-1838"	"Jörlanda"	57.9863	11.8294	5160	"Kiel DB 2013"	"#79FF00"
"16080"	"C-183"	"Alisar Höyük"	39.51	35.11	5160	"Science 113, 1951, 112"	"#79FF00"
"1933"	"K-1214"	"Bölling"	56.1833	9.3666	5150	"Copenhagen IX, 305"	"#79FF00"
"2089"	"K-2779"	"Husede I"	55.6	11.5667	5150	"Koch 1998, 317."	"#79FF00"
"3616"	"BM-505"	"Normanton Down"	51.0167	-1.8333	5150	"British Museum VII, 174"	"#78FF00"
"11306"	"Bln-1807"	"Szczecin-Ustowo"	53.3823	14.5198	5150	"Breunig 1987, 159"	"#78FF00"
"2095"	"K-3515"	"Kellerød"	55.3721	11.5438	5140	"Thorsen 1980, 136."	"#77FF00"
"5753"	"H-1283"	"Neukirch-Sütel"	54.3338	11.05	5140	"Bradtmöller 2007"	"#77FF00"
"2094"	"K-978"	"Katbjerg"	56.6333	9.9166	5130	"Copenhagen VII, 228"	"#76FF00"
"3481"	"BM-676"	"Langdale"	54.4629	-3.1202	5130	"British Museum VIII, 25"	"#76FF00"
"14500"	"Ua-4421"	"St Ã–nnered"	57.6395	11.8878	5130	"Kiel DB 2013"	"#75FF00"
"2307"	"K-2767"	"Sarup III"	55.2	10.1	5120	"Andersen 1999, 33."	"#75FF00"
"5765"	"GrN-9148"	"NiederbÃ¶sa"	51.2778	10.9997	5120	"Kiel DB 2846"	"#74FF00"
"5768"	"GrN-9148"	"Niederbösa"	51.278	11.0011	5120	"Gall et al. 1983, 13"	"#74FF00"
"5782"	"KIA-36632"	"Niedersickte \"Dormorgen\" FStNr. 2"	52.2082	10.6457	5120	"Kiel DB 2861"	"#74FF00"
"13610"	"Beta-36585"	"Ã–ssby"	56.2671	16.4919	5120	"Kiel DB 2013"	"#74FF00"
"163"	"VRI-438"	"Hafnersee"	46.5833	14.1333	5100	""	"#73FF00"
"2452"	"K-2127"	"Vindinge C"	55.6236	12.1364	5100	"Midgley 1992, 498; Hansen 1972."	"#73FF00"
"4786"	"Ki-1822"	"Atteln I"	51.6	4.1494	5100	"Raetzel-Fabian 1997, 166 Tab. 46"	"#72FF00"
"8551"	"SI-1464"	"Glenulra"	54.3052	-9.458	5100	"G051406"	"#72FF00"
"13946"	"Ua-8135"	"Herrestad 353"	58.3509	11.82	5100	"Kiel DB 2013"	"#72FF00"
"3094"	"BM-129"	"Arminghall"	52.6052	-1.3083	5090	"British Museum IV, 105"	"#71FF00"
"14003"	"Lu-2567"	"Jägershill"	55.5679	13.0595	5090	"Kiel DB 2013"	"#70FF00"
"784"	"OxA-4196"	"Trou de Frontal"	50.2125	4.9625	5080	" "	"#70FF00"
"2013"	"K-717"	"Ferslev"	56.95	9.9	5080	"Tauber 1966, 109; Marseen 1961."	"#70FF00"
"3301"	"BM-2839"	"Flint Jack's"	51.29	-2.81	5080	"Schulting 2013"	"#70FF00"
"6176"	"Bln-1779"	"Rositz"	51.0333	12.3667	5080	"Müller 2001, 214"	"#70FF00"
"13859"	"Ua-67"	"Gökhem 79"	58.1833	13.4	5080	"Kiel DB 2013"	"#6FFF00"
"14725"	"GrA-14296"	"Valtorp 1"	58.2283	13.6473	5080	"Kiel DB 2013"	"#6FFF00"
"17452"	"GrN-7197"	"Carica"	44.267	23.9	5080	"Wechler 2001"	"#6FFF00"
"2272"	"K-1649"	"Prästelyngen"	55.55	11.62	5070	""	"#6EFF00"
"12646"	"Bln-2171"	"Beladice"	48.3441	18.2898	5070	"Němejcová-Pavúková 1981 "	"#6EFF00"
"2301"	"K-2910"	"Sarup"	55.2	10.1	5060	""	"#6DFF00"
"5884"	"Hd-18962"	"Preußlitz-Plömnitz"	51.75	11.8167	5060	"Beran 1993, Kat. 146"	"#6DFF00"
"14007"	"Ua-10633"	"Jättendal 129"	61.992	17.3026	5060	"Kiel DB 2013"	"#6DFF00"
"14176"	"Ua-10634"	"Lyse 13d-s"	58.35	11.424	5060	"Kiel DB 2013"	"#6DFF00"
"2453"	"K-2128"	"Vindinge I"	55.6236	12.1364	5050	"Midgley 1992, 498; Hansen 1972."	"#6CFF00"
"3744"	"GU-4407"	"Silvertown"	51.5022	-1.8939	5050	"Crockett 2002"	"#6CFF00"
"6717"	"Bln-4005"	"Zachow"	52.4833	12.7833	5050	"Müller 2001, 211"	"#6CFF00"
"8145"	"P-199"	"Geoy Tepe"	37.5	45.33	5050	"RC 1, 1959, 45-58"	"#6CFF00"
"10460"	"GrN-1577"	"Haamstede-Brabers"	51.6833	3.7167	5050	"Lanting/Mook 1977, 81."	"#6BFF00"
"3492"	"OxA-5846"	"Lockington"	53.2618	-1.1994	5030	"SK466290"	"#69FF00"
"10703"	"GrN-318"	"Schaarsbergen"	52.0253	5.8714	5030	"Lanting/Mook 1977, 84."	"#69FF00"
"17735"	"GrN-13168"	"Gomolova"	44.8833	19.75	5030	"Stadler 2001"	"#69FF00"
"8450"	"UB-241"	"Annaghmare"	54.1012	-6.6104	5020	"H905178"	"#69FF00"
"13989"	"Lu-2345"	"Hylliekroken"	58.3028	13.6046	5010	"Kiel DB 3685"	"#68FF00"
"14006"	"Ua-10632"	"Jättendal 128"	61.992	17.3026	5010	"Kiel DB 2013"	"#68FF00"
"5602"	"UZ-4090"	"LangeneichstÃ¤dt"	51.357	11.7347	4990	"Schuldt 1972, 96"	"#67FF00"
"5706"	"ETH-4090"	"Malchin"	53.733	12.7833	4990	"Kiel DB 2807"	"#67FF00"
"5707"	"UZ-4090"	"Malchin 3"	53.7125	12.745	4990	"Terberger and Piek 1997, 10"	"#67FF00"
"11764"	"Ki-601"	"Varvarovka"	47.4177	28.6477	4980	"Bojadziev 1998"	"#67FF00"
"3240"	"Q-1037"	"Burtle Bridge "	51.1789	-2.8685	4970	"Cambridge XIII, 43"	"#67FF00"
"5810"	"KN-1506"	"Oldenburg-Dannau"	54.2944	10.8603	4970	"Bradtmöller 2007"	"#66FF00"
"9547"	"R-336"	"Lagozzetta"	45.7031	8.7721	4970	"Rome Datelist VI"	"#66FF00"
"5691"	"UtC--3951"	"Lohra"	50.7333	8.6333	4960	"Raetzel-Fabian 2000a, 163"	"#65FF00"
"14413"	"Ua-3738"	"Skee 34"	58.9394	11.1525	4960	"Kiel DB 2013"	"#65FF00"
"2012"	"K-4051"	"Fannerup II"	56.4014	10.7142	4950	"Eriksen 1984, 59."	"#65FF00"
"10426"	"GrN-6156"	"Glimmer Es"	52.6628	4.7352	4950	"Lanting/Mook 1977, 78; Brindley 1986, 105."	"#64FF00"
"11266"	"Lod-20"	"Opatowice 12"	52.6019	18.5669	4950	"Breunig 1987, 170"	"#64FF00"
"6669"	"KN-4503"	"Warburg I"	51.489	9.1432	4940	"Raetzel-Fabian 1997, 166 Tab. 45"	"#64FF00"
"11217"	"UtC-13265"	"Iwanowice, Babia Góra III"	50.226	19.9614	4920	"Furholt 2009"	"#61FF00"
"6691"	"KN-4498"	"Wewelsburg I"	51.606	8.6529	4910	"Kiel DB 3338"	"#60FF00"
"2255"	"K-1789"	"Øster Ristoft XIV"	56.1833	8.4333	4900	"Copenhagen X"	"#60FF00"
"4849"	"Hd-18703"	"Biendorf, Trappenberg"	51.75	3.1352	4900	"Müller 2001, 144"	"#5FFF00"
"10111"	"OxA-8165"	"Burmeghez, Tan-Naxxari"	35.8472	14.4666	4900	"35,50.50 N , 19.28.00 E"	"#5FFF00"
"4787"	"KN-4505"	"Atteln II"	51.6	4.1494	4890	"Raetzel-Fabian 1997, 166 Tab. 45"	"#5FFF00"
"4956"	"H-1039/1547"	"DÃ¶tlingen"	52.9361	8.3806	4880	"Kiel DB 2251"	"#5EFF00"
"5313"	"Hd-17024"	"Großeneder"	51.55	9.15	4860	"Raetzel-Fabian 1997, 166 Tab. 45"	"#5CFF00"
"14175"	"Ua-10635"	"Lyse 13c"	58.35	11.424	4850	"Kiel DB 2013"	"#5CFF00"
"16078"	"P-1434"	"Alaca Höyük"	40.14	35.03	4840	"Lawn 1971, 371"	"#5BFF00"
"12696"	"Bln-2169"	"Kamenin"	47.8884	18.6431	4810	"Kiel DB 3702"	"#5AFF00"
"12790"	"Bln-2169"	"Svodin"	47.9105	18.4997	4810	"Stadler 2001"	"#5AFF00"
"7474"	"Bln-609"	"Ketegyhaza"	46.55	21.1833	4800	"Berlin Date List IV"	"#59FF00"
"12692"	"GrN-4065"	"Homolka"	49.0308	14.9891	4790	"Kiel DB 2046"	"#58FF00"
"9593"	"CIRCE-DSH-106"	"Piano di Sorrento"	40.629	14.4227	4780	"Passariello 2010"	"#58FF00"
"374"	"KN-4520"	"Wachberg"	48.2168	15.3498	4770	"Stadler 1995"	"#57FF00"
"3241"	"BM-1525"	"Burwell"	52.274	-0.2946	4750	"British Museum XIV, 237"	"#55FF00"
"13994"	"Lu-1850"	"Ingelstorp 10"	55.433	14.033	4750	"Kiel DB 2013"	"#55FF00"
"164"	"VERA-730"	"Hatzenbach"	48.429	16.217	4740	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"#54FF00"
"2170"	"K-1189"	"Momhoj Mose"	56.1666	8.9166	4740	"Copenhagen IX, 305"	"#54FF00"
"5292"	"KN-4896"	"Görzig-Reinsdorf"	51.6743	11.9878	4740	"Müller 1999, 83"	"#54FF00"
"8459"	"OxA-4250"	"Ballyamintra"	52.1	-7.7167	4740	"Oxford Date List 24"	"#54FF00"
"10662"	"GrN-6724"	"Noordbarge"	52.775	6.8886	4740	"Lanting/Mook 1977, 85."	"#54FF00"
"13703"	"Lu-255"	"Carlshagen"	55.4075	14.1678	4740	"Kiel DB 2013"	"#53FF00"
"14033"	"AAR-10239"	"Karleby 105"	58.1901	13.6328	4740	"Kiel DB 2013"	"#53FF00"
"15501"	"nd"	"Mari"	34.47	40.9	4740	"Syria 44, 1967, 9-11"	"#53FF00"
"3300"	"OxA-2321"	"Flagstones"	50.7078	-2.4191	4730	"SY70418994"	"#53FF00"
"5916"	"KIA-8109c"	"Remlingen"	52.1139	10.6743	4730	"Dirks 2001, 132f."	"#52FF00"
"6621"	"Bln-2371"	"Wandersleben"	50.9	3.1321	4730	"Müller 2001, 135"	"#52FF00"
"400"	"Lv-1747"	"Abri du Pape"	50.8067	3.6786	4720	"Gilot, 1997; Léotard, 1989"	"#51FF00"
