ID	LABNR	C14AGE	C14STD	C13	MATERIAL	SPECIES	COUNTRY	SITE	PERIOD	CULTURE	Phase	LOCUS	LATITUDE	LONGITUDE	METHOD	CALAGE	CALSTD	REFERENCE	NOTICE
20751	HUR-56	5454	93	0	nd	nd	Turkey	Ikiztepe	Chalcolithic	Late Chalcolithic	Phase: II/III	nd	41,64	35,85	14C	6220	120	--	Schoop 2005
20752	HUR-99	6730	124	0	nd	nd	Turkey	Ikiztepe	Chalcolithic	Late Chalcolithic	Phase: I/II	nd	41,64	35,85	14C	7600	100	--	Schoop 2005
20753	ODTÜ-16	4788	267	0	nd	nd	Turkey	Ikiztepe	Chalcolithic	Late Chalcolithic	Phase: I/II	nd	41,64	35,85	14C	5460	340	--	Schoop 2005
20754	ODTÜ-18	5552	120	0	charcoal	nd	Turkey	Ikiztepe	Chalcolithic	Late Chalcolithic	Phase: II/III	nd	41,64	35,85	14C	6350	120	--	Schoop 2005
20755	ODTÜ-22	4028	95	0	charcoal	nd	Turkey	Ikiztepe	Chalcolithic	Late Chalcolithic	Phase: II/III	nd	41,64	35,85	14C	4550	160	--	Schoop 2005
20756	ODTÜ-6	5172	171	0	nd	nd	Turkey	Ikiztepe	Chalcolithic	Late Chalcolithic	Phase: II/III	nd	41,64	35,85	14C	5940	200	--	Schoop 2005
20757	GrN-15077	7020	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase IX	Section-027	area 3, from pit	40,4686	29,2866	14C	7860	60	Roodenberg2001	
20758	GrN-15078	6920	70	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase IX	Section-038	area 3, from pit	40,4686	29,2866	14C	7760	70	Roodenberg2001	
20759	GrN-15079	7140	120	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	Section-039	from top burnt rubble layer	40,4686	29,2866	14C	7970	130	Roodenberg2001	
20760	GrN-15080	6910	110	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase IX	Section-059	area 3, from pit	40,4686	29,2866	14C	7760	110	Roodenberg2001	
20761	GrN-15083	7240	140	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	Section-099	from floor below burnt rubble layer	40,4686	29,2866	14C	8080	140	Roodenberg2001	
20762	GrN-15085	7100	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	Section-113	from burnt rubble layer	40,4686	29,2866	14C	7920	50	Roodenberg2001	
20763	GrN-15087	7070	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	Section-183	from floor below burnt rubble layer	40,4686	29,2866	14C	7900	50	Roodenberg2001	
20764	GrN-15088	6970	110	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase IX	Section-035	area 3, from pit	40,4686	29,2866	14C	7810	110	Roodenberg2001	
20765	GrN-16144	6935	35	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VIII	AA13-133	area 6, courtyard	40,4686	29,2866	14C	7760	50	Roodenberg2001	
20766	GrN-16145	6800	90	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VIII	AA13-138	area 6, courtyard	40,4686	29,2866	14C	7660	80	Roodenberg2001	
20767	GrN-16149	6890	90	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VII	X12-069	area 1, ash spots on trodden surface	40,4686	29,2866	14C	7740	90	Roodenberg2001	
20768	GrN-16151	5060	110	0	bone	human	Turkey	Ilipinar	Chalcolithic	Phase IV	V13-093	area 1, from Late Chalcolithic burial	40,4686	29,2866	14C	5800	120	Roodenberg2001	
20769	GrN-17045	7025	30	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	S9-034	from burnt rubble layer	40,4686	29,2866	14C	7880	40	Roodenberg2001	
20770	GrN-17046	7100	30	0	grain	nd	Turkey	Ilipinar	Chalcolithic	Phase X	S9-038	from burnt rubble layer	40,4686	29,2866	14C	7920	40	Roodenberg2001	
20771	GrN-17047	6925	70	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	S9-074	from trodden surface below burnt rubble layer	40,4686	29,2866	14C	7770	80	Roodenberg2001	
20772	GrN-17048	7025	95	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	S9-094	from destruction layer of postwall house	40,4686	29,2866	14C	7840	90	Roodenberg2001	
20773	GrN-17049	4850	60	0	bone	human	Turkey	Ilipinar	Chalcolithic	Phase IV	W12-075+126	from Late Chalcolithic burial	40,4686	29,2866	14C	5570	70	Roodenberg2001	
20774	GrN-17051	6960	45	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase IX	W13-214	area 1, destruction layer of oldest building in X13	40,4686	29,2866	14C	7790	60	Roodenberg2001	
20775	GrN-17052	6995	45	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase IX	W13-226	area 3, destruction layer of oldest building in X13	40,4686	29,2866	14C	7840	70	Roodenberg2001	
20776	GrN-17053	6750	65	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VIII	X13-140	fill inside house H3 slightly posterior to occupation	40,4686	29,2866	14C	7610	50	Roodenberg2001	
20777	GrN-17054	6990	30	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VIII	X13-235	area 13, destruction layer H5/4a	40,4686	29,2866	14C	7840	60	Roodenberg2001	
20778	GrN-17055	6980	45	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VIII	X13-285	area 20, destruction layer H7/6?	40,4686	29,2866	14C	7820	70	Roodenberg2001	
20779	GrN-17056	6950	45	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VIII	X13-289	area 11, destruction layer H7/6?	40,4686	29,2866	14C	7780	60	Roodenberg2001	
20780	GrN-18478	6695	60	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	S13-137+159	area 9, courtyard related to upper building Level	40,4686	29,2866	14C	7560	50	Roodenberg2001	
20781	GrN-18480	6770	70	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	S13-169+179	area 9, occupation debris from middle building Level	40,4686	29,2866	14C	7620	50	Roodenberg2001	
20782	GrN-18481	6570	65	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	S13-176	area 9, occupation debris from middle phase VA building Level	40,4686	29,2866	14C	7480	50	Roodenberg2001	
20783	GrN-18483	6765	60	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VIII	nd	Square X12, area 65, destruction layer	40,4686	29,2866	14C	7620	50	--	--
20784	GrN-18484	6775	60	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VI	WX12/13-656	area 52, W12 disturbance	40,4686	29,2866	14C	7630	50	Roodenberg2001	
20785	GrN-19348	6785	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VI	P9-102	area 5, near oven ME in courtyard near building front	40,4686	29,2866	14C	7630	40	Roodenberg2001	
20786	GrN-19349	6785	100	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	S13-280	area 14, occupation debris from oldest phase VA building Level	40,4686	29,2866	14C	7650	90	Roodenberg2001	
20787	GrN-19350	6885	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VI	S13-329	area 19, destruction layer from bottom Level of phase VI	40,4686	29,2866	14C	7730	60	Roodenberg2001	
20788	GrN-19351	7195	40	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-761	"area 73, W12, from top destruction layer ""burnt house"""	40,4686	29,2866	14C	8010	40	Roodenberg2001	
20789	GrN-19352	7065	35	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-802	"area 78, W12, from top destruction layer ""burnt house"""	40,4686	29,2866	14C	7900	40	Roodenberg2001	
20790	GrN-19353	6880	30	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VIII	X13-755	area 74, courtyard to H7/6	40,4686	29,2866	14C	7710	40	Roodenberg2001	
20791	GrN-19354	7165	35	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase IX	X12/13-781	"area 65,X12, destruction layer of ""mudhouse with plank floor"""	40,4686	29,2866	14C	7980	30	Roodenberg2001	
20792	GrN-19791	6900	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VII	S13-478	area 30, from ashpit on surface; top Level of phase VII	40,4686	29,2866	14C	7740	60	Roodenberg2001	
20793	GrN-19792	7015	70	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VII	S13-521	area 33, ash spots on trodden surface above virgin soil	40,4686	29,2866	14C	7840	80	Roodenberg2001	
20794	GrN-19793	7020	40	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-934	"area 81, W13, burnt rubble layer related to destruction of ""burnt house"""	40,4686	29,2866	14C	7860	50	Roodenberg2001	
20795	GrN-19794	7010	50	0	grain	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-955	"area 89, W12, from floor of ""burnt house"""	40,4686	29,2866	14C	7850	70	Roodenberg2001	
20796	GrN-19795	7100	40	0	grain	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-911	"Area 81, W13, burnt rubble layer related to destruction ""burnt house"""	40,4686	29,2866	14C	7920	50	Roodenberg2001	
20797	GrN-21213	6610	45	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	O9-061	area 4, from courtyard	40,4686	29,2866	14C	7510	50	Roodenberg2001	
20798	GrN-21214	6650	40	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	O9-076	area 7, from floor of upper building	40,4686	29,2866	14C	7530	40	Roodenberg2001	
20799	GrN-21215	6860	70	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-1076	"area 89, W12, directly below floor of ""burnt house"""	40,4686	29,2866	14C	7710	70	Roodenberg2001	
20800	GrN-22041	6720	30	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	M9-010	area 3 (east-west Trench), erosion layer on west slope	40,4686	29,2866	14C	7580	30	Roodenberg2001	
20801	GrN-22042	6610	30	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	M9-012	area 2, below oven NA in east-west Trench	40,4686	29,2866	14C	7510	40	Roodenberg2001	
20802	GrN-22043	6830	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	N09-050	area 12, erosion layer on slope	40,4686	29,2866	14C	7660	50	Roodenberg2001	
20803	GrN-22044	6670	40	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	N9-068	area 12, erosion layer on west 	40,4686	29,2866	14C	7540	40	Roodenberg2001	
20804	GrN-22045	6610	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	N10-004	area 2, erosion layer on slope	40,4686	29,2866	14C	7510	50	Roodenberg2001	
20805	GrN-22046	7160	90	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-1264	area 108, W13, from oven NC in courtyard	40,4686	29,2866	14C	7990	100	Roodenberg2001	
20806	GrN-22782	6605	25	0	grain	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	M9-026	area 5, from pot 7 on floor dwelling 5	40,4686	29,2866	14C	7500	40	Roodenberg2001	
20807	GrN-22783	6595	25	0	grain	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	M9-027	area 6, near hearth ND on floor of dwelling 4	40,4686	29,2866	14C	7490	30	Roodenberg2001	
20808	GrN-22784	6585	25	0	figs	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	M9-027A	area 6, near hearth ND on floor of dwelling 4	40,4686	29,2866	14C	7480	30	Roodenberg2001	
20809	GrN-22785	6840	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VI	N09-065	area 16, destruction layer from boundary building no 13	40,4686	29,2866	14C	7680	50	Roodenberg2001	
20810	GrN-22786	6890	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase IX	P9-222	area 10, ash lenses in deep sounding	40,4686	29,2866	14C	7730	60	Roodenberg2001	
20811	GrN-22787	7080	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-1393	area 104, W12, possible floor Level inside 95H1	40,4686	29,2866	14C	7900	50	Roodenberg2001	
20812	GrN-22788	6990	35	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-1400	area 107, W12, courtyard of 95H1	40,4686	29,2866	14C	7840	60	Roodenberg2001	
20813	GrN-24458	6545	45	0	grain	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	LM8/9-008QAA	area 3, from pot 25 on floor of dwelling no 3	40,4686	29,2866	14C	7460	40	Roodenberg2001	
20814	GrN-24459	6600	40	0	grain	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	LM8/9-008QO	area 3, heap pf grains on floor of dwelling no 3	40,4686	29,2866	14C	7500	40	Roodenberg2001	
20815	GrN-24460	6580	30	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	LM8/9-008SM	area 3, from dwelling (no 3) context	40,4686	29,2866	14C	7480	30	Roodenberg2001	
20816	GrN-24610	6630	30	0	grain	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	LM8/9-097	area 13, from pot 57 on floor of building no 1	40,4686	29,2866	14C	7520	40	Roodenberg2001	
20817	GrN-24611	6760	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VB	LM8/9-118	area 15, from floor of building no 1	40,4686	29,2866	14C	7620	40	Roodenberg2001	
20818	GrN-24612	6670	50	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase VA	N12-031	area 2, erosion layer on west slope	40,4686	29,2866	14C	7540	40	Roodenberg2001	
20819	GrN-24613	7060	60	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12-1497	area 106, from trodden surface at virgin soil Level	40,4686	29,2866	14C	7880	60	Roodenberg2001	
20820	GrN-24614	6990	40	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-1466	area 105, W12, floor of structure 95H1	40,4686	29,2866	14C	7830	70	Roodenberg2001	
20821	GrN-24615	7010	40	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	W12/13-1480	area 106, below building Level of 95H1	40,4686	29,2866	14C	7860	60	Roodenberg2001	
20822	GrN-24616	6940	60	0	charcoal	nd	Turkey	Ilipinar	Chalcolithic	Phase X	X13-1461	area 99, X13, in fill of ditch	40,4686	29,2866	14C	7780	70	Roodenberg2001	
20823	P-1171	3206	49	0	grain	wheat	Turkey	Inandik	Bronze Age	Hittte	nd	nd	40,5	33,75	14C	3430	50	RC 11,1, 1969, 150-162	
20824	P-1473	4782	60	0	charcoal	charcoal/ ash	Turkey	Judaidah	Chalcolithic	Uruk	nd	basal phase G	36,32	36,5	14C	5490	90	Easton 1976, 168	--
20825	GifA-100396	9030	80	0	nd	nd	Turkey	Kaletepe	Neolithic	PPN	nd	Sector P.3.2	38,28	34,56	14C	10130	130	Binder 2002, 81	--
20826	GifA-100631	9000	90	0	nd	nd	Turkey	Kaletepe	Neolithic	PPN	nd	Sector P.3.2	38,28	34,56	14C	10090	140	Binder 2002, 81	--
20827	GifA-99087	5940	80	0	charcoal	nd	Turkey	Kaletepe	Chalcolithic	LCh	Phase: top Levels	E Sector 97	38,28	34,56	14C	6780	100	Balkan-Atlı et al. 2000a, 205	--
20828	GifA-99088	5870	80	0	charcoal	nd	Turkey	Kaletepe	Chalcolithic	LCh	Phase: top Levels	E Sector 97	38,28	34,56	14C	6680	100	Balkan-Atlı et al. 2000a, 205	--
20829	GifA-99089	5790	80	0	charcoal	nd	Turkey	Kaletepe	Chalcolithic	LCh	Phase: top Levels	E Sector 97	38,28	34,56	14C	6590	90	Balkan-Atlı et al. 2000a, 205	--
20830	GifA-99090	8850	90	0	charcoal	nd	Turkey	Kaletepe	Neolithic	PPN	basal Levels	E Sector 97	38,28	34,56	14C	9930	180	Balkan-Atlı et al. 2000a, 205	--
20831	Hd-10027	11800	330	0	bone	nd	Turkey	Karain B	EP	EP	Phase: AH 17	nd	37,06	30,55	14C	13750	400	--	--
20832	Hd-10028/10227	11250	200	0	bone	nd	Turkey	Karain B	EP	EP	Phase: AH 18	nd	37,06	30,55	14C	13090	200	--	--
20833	Hd-10029/10228	11570	400	0	bone	nd	Turkey	Karain B	EP	EP	Phase: AH 19	nd	37,06	30,55	14C	13510	440	--	--
20834	Hd-10557/10426	6380	85	0	charcoal	nd	Turkey	Karain B	Chalcolithic	M-CH	Phase: AH 10	cave B	37,06	30,55	14C	7310	90	Albrecht et al. 1992, 131	--
20835	Hd-10816/10738	6250	75	0	charcoal	nd	Turkey	Karain B	Chalcolithic	M-CH	Phase: AH 9	cave B	37,06	30,55	14C	7140	100	Albrecht et al. 1992, 131	--
20836	Hd-10817/10764	7100	70	0	charcoal	nd	Turkey	Karain B	Neolithic	PN	Phase: AH 11	cave B	37,06	30,55	14C	7920	70	Albrecht et al. 1992, 131	--
20837	Hd-10818/10747	7420	70	0	charcoal	nd	Turkey	Karain B	Neolithic	PN	Phase: AH 12	cave B	37,06	30,55	14C	8250	80	Albrecht et al. 1992, 131	--
20838	Hd-10819/10748	7710	115	0	charcoal	nd	Turkey	Karain B	Neolithic	PN	Phase: AH 13	cave B	37,06	30,55	14C	8530	110	Albrecht et al. 1992, 131	--
20839	Hv-14373	10365	515	0	charcoal	nd	Turkey	Karain B	EP	EP	Phase: AH 17	nd	37,06	30,55	14C	11960	670	--	--
20840	P-2208	4120	70	0	nd	nd	Turkey	Karatas-Semayük	Bronze Age	Early Bronze Age	Level II	Storage Pit 14	36,75	30	14C	4660	120	RC 19,2, 1977, 188-228	
20841	Hv-21691	7255	215	0	nd	nd	Turkey	Kazane	Neolithic	PN	nd	nd	37,12	38,86	14C	8080	210	--	--
20842	Hv-21692	6705	185	0	nd	nd	Turkey	Kazane	Neolithic	PN	nd	nd	37,12	38,86	14C	7590	160	--	--
20843	Hv-21693	6593	335	0	nd	nd	Turkey	Kazane	Neolithic	PN	nd	nd	37,12	38,86	14C	7430	340	--	--
20844	Beta-178241	8370	40	0	bone	nd	Turkey	Körtik Tepe	nd	nd	nd	nd	37,8144	40,9838	14C	9390	60	Arbuckle 2006	
20845	Beta-178242	9870	40	0	bone	nd	Turkey	Körtik Tepe	Neolithic	PPNA	nd	nd	37,8144	40,9838	14C	11270	40	Arbuckle 2006	
20846	ETH-38848	9985	40	-25,3	charcoal	Quercus	Turkey	Körtik Tepe	Neolithic	nd	V	A80, C5	37,8144	40,9838	14C	11450	120	Benz 2012	
20847	ETH-38849	10065	40	-25,2	charcoal	Quercus 	Turkey	Körtik Tepe	Neolithic	nd	II	A80, D5	37,8144	40,9838	14C	11590	130	Benz 2012	
20848	ETH-38850	10035	40	-25,4	charcoal	pistacia	Turkey	Körtik Tepe	Neolithic	nd	II	A80, D5	37,8144	40,9838	14C	11540	120	Benz 2012	
20849	ETH-38851	10075	40	-25,3	charcoal	tamarix 	Turkey	Körtik Tepe	Neolithic	nd	III	A84, C5	37,8144	40,9838	14C	11600	130	Benz 2012	
20850	ETH-38852	9965	45	-33	charcoal	tamarix 	Turkey	Körtik Tepe	Neolithic	nd	.2/II final destruction	A84, B5	37,8144	40,9838	14C	11430	130	Benz 2012	
20851	ETH-38853	10015	45	-25,1	charcoal	amygdalus	Turkey	Körtik Tepe	Neolithic	nd	IV	A80, C5	37,8144	40,9838	14C	11500	120	Benz 2012	
20852	ETH-38854	10000	40	-23,5	charcoal	populus	Turkey	Körtik Tepe	Neolithic	nd	IV	A84, C5	37,8144	40,9838	14C	11480	120	Benz 2012	
20853	ETH-38855	10040	40	-24	charcoal	nd	Turkey	Körtik Tepe	Neolithic	nd	IV	A84, C5	37,8144	40,9838	14C	11550	120	Benz 2012	
20854	ETH-39509	9960	60	-29,9	charcoal	populus	Turkey	Körtik Tepe	Neolithic	nd	VI	A80, B5	37,8144	40,9838	14C	11440	140	Benz 2012	
20855	ETH-39510	9925	45	-34,4	charcoal	tamarix 	Turkey	Körtik Tepe	Neolithic	nd	I.2. filling layer	A80, G5	37,8144	40,9838	14C	11350	90	Benz 2012	
20856	ETH-39511	10100	60	-27,6	charcoal	rhamnus	Turkey	Körtik Tepe	Neolithic	nd	III	A80, C5	37,8144	40,9838	14C	11670	180	Benz 2012	
20857	ETH-39512	9955	45	-28,5	charcoal	tamarix 	Turkey	Körtik Tepe	Neolithic	nd	V	A80, C5	37,8144	40,9838	14C	11420	120	Benz 2012	
20858	KIA-44648	10250	60	-24,37	seed	secale	Turkey	Körtik Tepe	Neolithic	nd	nd	A84, B/C5	37,8144	40,9838	14C	11980	130	Benz 2012	
